id,category_id,title,author,description,release_year
1142.0,Travel,McCarthy's Bar,Pete McCarthy,"An American chronicles his funny, nostalgic encounter with Ireland as he searches for his roots in the countryside and pubs of this beautiful and deceptively simple country. Reprint. 20,000 first printing.",2003.0
1143.0,Biography & Autobiography,The Little Princesses,Marion Crawford,"An account of the childhoods and early adulthoods of Queen Elizabeth and Princess Margaret, as told by one of their primary caregivers, offers insight into early twentieth-century British royal life.",2003.0
1144.0,Reference,The New York Times Guide to Essential Knowledge,The New York Times,"Presents information on such subjects as art, architecture, biology, business, history, medicine, sports, philosophy, and film, with essays by experts on numerous topics, a biographical dictionary, and a writer's guide to grammar.",2004.0
1145.0,Fiction,Little Children,Tom Perrotta,"A group of young suburban parents, including a stay-at-home dad, a former feminist, and an obssessive-compulsive mom, finds its sleepy existence shattered when a convicted child molester moves back into town and two of the parents have an affair.",2004.0
1146.0,Biography & Autobiography,The Gatekeeper,Terry Eagleton,"An Oxford scholar and author of The Truth About the Irish candidly recounts his experiences as an impoverished youth, a convent gatekeeper, a Catholic in Protestant England, a working-class Irish immigrant among the Oxbridge elite, and a Marxist visiting professor in Mormon Utah. Reprint. 15,000 first printing.",2003.0
1147.0,Nature,Dominion,Matthew Scully,"Argues for responsible action in the treatment of animals, challenging popular conceptions about animal feeling and awareness and profiling a safari convention, factory farm, and the works of top writers.",2003.0
1148.0,Fiction,SPQR VI: Nobody Loves a Centurion,John Maddox Roberts,"Like so many young men in later generations, Roman playboy/detective Decius Caecilius Metellus the Younger is faced with the necessity of serving in his country's armed forces. Since a dangerous enemy has become powerful in the politics of Rome, Decius is just as well out of the city for a while. He sets out to join Caesar in Gaul (where the general has come and seen, but has as yet not been able to conquer. The occupying Roman army is at a standstill. When Decius shows up in full parade regalia (much to the amusement of the more informally uniformed veterans) and accompanied only by his young personal slave. Caesar sets him the task of discovering who murdered one of his centurions, a cruel and unfair officer feared and hated by every man of the one hundred soldiers under him. A further prod to Decius is that the main suspect is a youth whose father is a close friend of the Metellus family. With Caesar's decree that another killer be found in a matter of hours or the young man dies, Decius has his work cut out for him. John Maddox Roberts's series set in the first century A.D. vividly brings to readers a strong sense of the everyday life of the ancient Romans in the context of our own.",2003.0
1149.0,Fiction,Something Borrowed,Emily Giffin,"After a night of indiscriminate partying, Rachel sleeps with a close friend's fianc and is consumed with guilt, until the intensity of her feelings forces her to make a difficult choice. A first novel. 50,000 first printing.",2004.0
1150.0,Fiction,Something Borrowed,Emily Giffin,"After a night of indiscriminate partying, Rachel sleeps with a close friend's fianc and is consumed with guilt, until the intensity of her feelings forces her to make a difficult choice. A first novel. Reprint. 125,000 first printing.",2005.0
1151.0,Fiction,P.S. Your Cat Is Dead,James Kirkwood,"Actor and fledgling writer Jimmy Zoole finds his life caught in downward spiral as his girlfriend leave him, he loses his job, his best friend is dead, and his apartment has been robbed twice, a situation that culiminates on New Year's Eve when Eddie, a bisexual burglar, returns once again. Reprint. 15,000 first printing.",2003.0
1152.0,Fiction,Something Blue,Emily Giffin,"Her belief in the power of beauty shattered when her fiance dumps her for a plain woman, a pregnant Darcy flees to London and struggles to rebuild her glamorous life, before realizing that her past methods no longer work.",2006.0
1153.0,Biography & Autobiography,All Things Bright and Beautiful,James Herriot,"A Yorkshire veterinarian describes the adventures and experiences of his career as he tends to sick cattle, pregnant ewes, ailing dogs, and their eccentric owners, in a celebration of the relationships between human and animal",2004.0
1154.0,Juvenile Fiction,Inside the Mind of Gideon Rayburn,Sarah Miller,"Reveals the thoughts and feelings of New England prep school student Gideon Rayburn through the narration of one of Gideon's female classmates, who is inside his mind and sees events through his perspective.",2006.0
1155.0,Fiction,Spider Mountain,P. T. Deutermann,"Infiltrating a dangerous Appalachian mountain gang, former police officer Cam Richter and special agent Carrie Santangelo expose the gang's methamphetamine trade only to learn about their secret activities involving abandoned and abused children.",2006.0
1156.0,Biography & Autobiography,Where the Mountain Casts Its Shadow,Maria Coffey,"Shares the personal behind-the-scenes stories of famous mountaineers to reveal the events that compelled them to risk their lives and personal relationships, in a collection of portraits that includes coverage of such adventurers as Jim Wickwire, Conrad Anker, and Lynn Hill. Reprint. 15,000 first printing.",2005.0
1157.0,Fiction,Sideways,Rex Pickett,"Sideways is the story of two friends-Miles and Jack-going away together for the last time to steep themselves in everything that makes it good to be young and single: pinot, putting, and prowling bars. In the week before Jack plans to marry, the pair heads out from Los Angeles to the Santa Ynez wine country. For Jack, the tasting tour is Seven Days to D-Day, his final stretch of freedom. For Miles--who has divorced his wife, is facing an uncertain career and has lost his passion for living-the trip is a weeklong opportunity to evaluate his past, his future and himself. A raucous and surprising novel filled with wonderful details about wine, Sideways is also a thought-provoking and funny book about men, women, and human relationships.",2004.0
1158.0,Fiction,Baby Proof,Emily Giffin,"Having agreed from the start of their relationship that they did not want children, Claudia and Ben find their previously idyllic marriage tested when Ben realizes that he wants to be a father after all. By the author of Something Borrowed and Something Blue. 300,000 first printing.",2006.0
1159.0,Fiction,Lean Mean Thirteen,Janet Evanovich,"Trenton, New Jersey, bounty hunter Stephanie Plum, along with her offbeat family and associates, embarks on her thirteenth zany and perilous adventure, in the sequel to Twelve Sharp. 1,250,000 first printing.",2007.0
1160.0,Fiction,The Last Wife of Henry VIII,Carolly Erickson,"Presents a fictional portrait of the sixth wife of Henry VIII, Catherine Parr, following this alluring and resourceful woman from the intrigues and perils of Henry's court to her rivalry with Princess Elizabeth for the affections of Thomas Seymour.",2006.0
1161.0,Fiction,The Forsaken,L. A. Banks,"With the death of the Chairman of the Vampire Council and the rise of the seventh level of Hell, Damali is confronted by her ultimate challenge, a once banished entity with the power to stop a Neteru. Original. 35,000 first printing.",2006.0
